TIPO_PRODUTO;NOME_PRODUTO;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA
MEDICAMENTO;GLIOTEN;156260004;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;GLIOTEN;156260025;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;GLIOTENZIDE;100890238;ANTI-HIPERTENSIVOS
MEDICAMENTO;GLIOTENZIDE;156260001;ANTI-HIPERTENSIVOS
MEDICAMENTO;GLIPIZIDA;112600002;ANTIDIABETICOS
MEDICAMENTO;GLIPIZIDA;105730247;ANTIDIABETICOS
MEDICAMENTO;GLIPIZIDA;102160071;ANTIDIABETICOS
MEDICAMENTO;GLIPLEX;103940042;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;GLIPRYD;100470539;ANTIDIABETICOS
MEDICAMENTO;GLIPZIDA;104650133;ANTIDIABETICOS
MEDICAMENTO;GLIPZIDA;103700210;ANTIDIABETICOS
MEDICAMENTO;GLITASOLIN;126750157;ANTIDIABETICOS
MEDICAMENTO;GLITISOL;100840034;CLORANFENICOL E ANALOGOS
MEDICAMENTO;GLITOSCAYNA+ BENZOCAINA;100490071;PRODUTOS PARA OROFARINGE
MEDICAMENTO;GLITYFOM;102351158;ANTIDIABETICOS
MEDICAMENTO;GLIVEC;100680174;ANTINEOPLASICO
MEDICAMENTO;GLOBAREN;105350127;ANTINFLAMATORIOS
MEDICAMENTO;GLOBIRON;101810508;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLOBO ITRACONAZOL;105350130;ANTIMICOTICOS SISTEMICOS
MEDICAMENTO;GLOPOL;178170838;ANTIGLAUCOMATOSOS
MEDICAMENTO;GLOSSALIV;105830267;CICATRIZANTES
MEDICAMENTO;GLUCAGEN;117660014;ANTIDIABETICOS
MEDICAMENTO;GLUCAGON;112600022;ANTIDIABETICOS
MEDICAMENTO;GLUCAL B 12;104920145;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLUCAN;117290004;IMUNOMODULADOR
MEDICAMENTO;GLUCANTIME;113000084;ANTIPARASITARIOS
MEDICAMENTO;GLUCANTIME;183260322;ANTIPARASITARIOS
MEDICAMENTO;GLUCOBAY;104290084;ANTIDIABETICOS
MEDICAMENTO;GLUCOBAY;170560074;ANTIDIABETICOS
MEDICAMENTO;GLUCOFORMIN;105740002;ANTIDIABETICOS
MEDICAMENTO;GLUCOHEX;100430695;ANTISSEPTICO
MEDICAMENTO;GLUCOLATO DE ALUMÍNIO;118810017;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;GLUCONATO DE CALCIO;102700036;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
MEDICAMENTO;GLUCONATO DE CALCIO;101860025;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLUCONATO DE CALCIO;101620168;ELETROLITOS SIMPLES
MEDICAMENTO;GLUCONATO DE CALCIO;100850041;ELETROLITOS SIMPLES
MEDICAMENTO;GLUCONATO DE CALCIO;104430024;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLUCONATO DE COBALTO;118810006;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;GLUCONATO DE COBRE + GLUCONATO DE MANGANES;118810021;PROTECAO, APARENCIA E CICATRIZACAO DA PELE E MUCOSAS
MEDICAMENTO;GLUCONATO DE CÁLCIO;113430082;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLUCONATO DE MAGNESIO;127020004;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;GLUCONATO DE MANGANES;118810022;VITAMINAS E SUPLEMENTOS MINERAIS
MEDICAMENTO;GLUCONATO DE ZINCO;118810023;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;GLUCONATO DE ZINCO + GLUCONATO ED COBRE;118810011;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;GLUCONATO FERROSO + EXTR.DE FIGADO CONCENTR.;113050016;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GLUCONIDA;105740048;ANTIDIABETICOS
MEDICAMENTO;GLUCOREUMIN;100849945;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
MEDICAMENTO;GLUCOREUMIN;188300035;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
MEDICAMENTO;GLUCOSAMINE;139330019;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
MEDICAMENTO;GLUCOSIL;104041949;ANTIDIABETICOS
MEDICAMENTO;GLUCOVANCE;100890270;ANTIDIABETICOS
MEDICAMENTO;GLUFCAPS STRESS;105710029;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;GLUNAC;105830926;
MEDICAMENTO;GLUNATO DE CALCIO ( RES HOSP);106830095;ELETROLITOS SIMPLES
MEDICAMENTO;GLYA;102980525;ANTICONVULSIVANTES
MEDICAMENTO;GLYCELAX;117170048;LAXANTES
MEDICAMENTO;GLYCOPHOS;100419937;NUTRIENTES PARENTERAIS
MEDICAMENTO;GLYCOPIRIDA;135690549;ANTIDIABETICOS
MEDICAMENTO;GLYFLUCAN;102350387;ANTIMICOTICOS SISTEMICOS
MEDICAMENTO;GLYFLUCAN;105830711;ANTIMICOTICOS SISTEMICOS
MEDICAMENTO;GLYGRAN;167730410;ANTIDIABETICOS
MEDICAMENTO;GLYMRYL;155370047;ANTIDIABETICOS
MEDICAMENTO;GLYPRESSIN;128760006;OUTROS PRODUTOS ANTI-HEMORRAGICOS
MEDICAMENTO;GLYQUIN XM;105750061;DESMELANIZANTES
MEDICAMENTO;GLYQUIN XM;119610023;DESMELANIZANTES
MEDICAMENTO;GLYTEOL;106890159;ANTITUSSIGENOS SIMPLES
MEDICAMENTO;GLYTEOL BALSÃMICO;106890051;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GLYTOSS;100490069;EXPECTORANTES
MEDICAMENTO;GLYVENOL;100680077;ANTIVARICOSOS DE ACAO SISTEMICA
MEDICAMENTO;GLYX;118610279;COADJUVANTE NO TRATAMENTO DO CLIMATERIO + FITOTERAPICO SIMPLES
MEDICAMENTO;GLYXAMBI;103670176;ANTIDIABETICOS
MEDICAMENTO;GNC VITAMIN C 500;126950003;MONOVITAMINAS EXCETO VITAMINA K
MEDICAMENTO;GOB6;109740220;ANTIEMETICOS E ANTINAUSEANTES
MEDICAMENTO;GOLTRITE;126750377;ANTINFLAMATORIOS ANTIREUMATICOS
MEDICAMENTO;GONADOPIN;106460179;HORMONIS GONADOTROFICOS E OUTROS ESTIMULANTES DA OVULAÇAO
MEDICAMENTO;GONAL F;111240205;HORMONIO GONADOTROFICO
MEDICAMENTO;GONAL F;100890363;HORMONIO GONADOTROFICO
MEDICAMENTO;GONAPEPTYL DAILY;128760014;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
MEDICAMENTO;GONAPEPTYL DEPOT;128760009;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
MEDICAMENTO;GONOCILIN;104970278;ANTINFECCIOSOS
MEDICAMENTO;GONOL;104650369;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GONOL;172870112;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GONOL;155840206;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GOPTEN;101160092;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;GOPTEN;105530317;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;GOTALIV;104920175;DESCONGESTIONANTES NASAIS TOPICOS
MEDICAMENTO;GOTAS BINELLI;101430063;ANTITUSSIGENOS SIMPLES
MEDICAMENTO;GOTAS BINELLI;101430070;ANTITUSSIGENOS SIMPLES
MEDICAMENTO;GOTAS DIGESTIVAS;105760023;PRODUTOS NATURAIS ASSOCIADOS
MEDICAMENTO;GOTAS DIGESTIVAS;105770049;FITOTERAPICO COMPOSTO
MEDICAMENTO;GOTAS ESTOMACAIS VERITAS;104150048;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;GOTAS PRECIOSAS;106890062;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES
MEDICAMENTO;GOXIN;104040183;GLICOSIDEOS CARDIACOS
MEDICAMENTO;GRACIAL;101710082;ANTICONCEPCIONAIS
MEDICAMENTO;GRAMCILINA;101810259;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;GRAMOSTIM;102980195;IMUNOMODULADOR
MEDICAMENTO;GRAN-D;102980507;VITAMINA D E ANÁLOGOS
MEDICAMENTO;GRANA;135690477;ANTIEMETICOS E ANTINAUSEANTES
MEDICAMENTO;GRANADO;108170059;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;GRANOCYTE;113000277;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
MEDICAMENTO;GRANOMAX;151430004;ANTINEOPLASICO
MEDICAMENTO;GRANUDIAL AF72;132230108;PRODUTOS PARA HEMODIALISE
MEDICAMENTO;GRANULEN;100430663;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
MEDICAMENTO;GRANULOKINE;101000541;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
MEDICAMENTO;GRANULOKINE;102440006;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
MEDICAMENTO;GRANVIA;100430675;VASODILATADORES
MEDICAMENTO;GRAPHITES HOMACCORD;128420039;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;GRATIA PROBATUM INKAS;102290030;PRODUTO PARA O APARELHO RESPIRATORIO
MEDICAMENTO;GRECE;103720273;ANOREXICOS SIMPLES
MEDICAMENTO;GREENLIV;120190136;FITOTERAPICO SIMPLES
MEDICAMENTO;GREENPHARMA;120190066;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;GREENSENG;120190137;FITOTERAPICO SIMPLES + MEDICACAO ENERGETICA
MEDICAMENTO;GREPAFLOXACIN;100250103;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;GRETIVIT;105710009;POLIVITAMINICOS COM MINERAIS
MEDICAMENTO;GRIFENOL;100490055;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIFOPRIL;124870014;ANTI-HIPERTENSIVOS
MEDICAMENTO;GRIP CAPS C;102030008;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIP CAPS C;137640089;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPAL COMPOSTO;102690021;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPALCÊ;100380069;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPALCÊ UNO;100380110;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;GRIPALLIUM;105760114;BRONCODILATADORES
MEDICAMENTO;GRIPARGIL;122830043;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPARGIL;122830376;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPARGIL;172870027;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPARGIL;178170006;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPEFAGO C (DIPIRONA+ASSOCIAÇÕES);125210030;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPELASA;110860010;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPELASA;110860028;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPEMED;102660117;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;GRIPEMED;102660159;MEDICAMENTOS DINAMIZADOS COMPOSTOS
MEDICAMENTO;GRIPEN DIA;102351036;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;GRIPEN F;105830537;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPEN F;102351051;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPEN F;102351321;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPEN NOITE;102351038;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;GRIPEOL;115600061;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPERAL;104760050;ANALGESICOS
MEDICAMENTO;GRIPIN C;109170006;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPINEW;109170076;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPOMATINE;100470048;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
MEDICAMENTO;GRIPOTERMON;108580014;ANALGESICOS NAO NARCOTICOS
MEDICAMENTO;GRIPP HEEL SN;128420006;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;GRIPP-HEEL;128420002;ASSOCIACAO HOMEOPATICAS
MEDICAMENTO;GRIPPHEEL;161980005;MEDICAMENTOS DINAMIZADOS COMPOSTOS
MEDICAMENTO;GROSS;104440095;ANTICONVULSIVANTES
MEDICAMENTO;GUACO EC;116780011;EXPECTORANTES SIMPLES + FITOTERAPICO SIMPLES
MEDICAMENTO;GUACO EDULITO HERBARIUM;118600078;EXPECTORANTES
MEDICAMENTO;GUACOFLUS;152750003;EXPECTORANTES
MEDICAMENTO;GUACOFLUS;144930059;EXPECTORANTES
MEDICAMENTO;GUACOLIN;106570016;EXPECTORANTES + FITOTERAPICO SIMPLES
MEDICAMENTO;GUACONAT;117170057;BRONCODILATADORES + EXPECTORANTES
MEDICAMENTO;GUACOPLEX;116950034;EXPECTORANTES + FITOTERAPICO SIMPLES
MEDICAMENTO;GUACOTOSS;135310024;EXPECTORANTES
MEDICAMENTO;GUACOTOSS;135310033;EXPECTORANTES
MEDICAMENTO;GUACOVITA;154000036;FITOTERAPICO COMPOSTO
MEDICAMENTO;GUAIACOLATO DE GLICERINA+MALEATO DE CLORFENIRAMINA+CITRATO DE OXELADI;100020097;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;GUAIAFENESINA;116800025;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIASYL;104440117;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;121100104;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIFENESINA;116800027;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIFENESINA;134270007;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;102350704;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;105830371;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;135690207;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;104650473;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIFENESINA;144930055;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;167730300;EXPECTORANTES
MEDICAMENTO;GUAIFENESINA;172870349;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIFENESINA;155840333;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAIFENESINA + LOBELIA + SULFOGUAIACOLATO DE POTÁSSIO;102980215;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;GUAN-IPEN-131;181000012;
MEDICAMENTO;GUANAT;117170054;FITOTERAPICO SIMPLES
MEDICAMENTO;GUANAT;117170068;PSICOANALETICOS
MEDICAMENTO;GUAPA;132650026;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANA HERTZ;106890125;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANAX;127580047;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANAÇA;127580033;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ;112920001;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ;116130001;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ;142570003;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ;118600045;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ  GOTAS;118600044;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ CARESSE;127580063;PSICOANALETICOS
MEDICAMENTO;GUARANÁ DO AMAZONAS SANITAS;100920055;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ EC;116780012;FITOTERAPICO SIMPLES + NEUROTONICO
MEDICAMENTO;GUARANÁ ENEFOR;144930045;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ FARMAERVAS;104670024;PSICOANALETICOS
MEDICAMENTO;GUARANÁ FONTOVIT;112700005;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ KLEIN;104730032;FITOTERAPICO SIMPLES + PSICOANALETICOS
MEDICAMENTO;GUARANÁ NATURELAND;126430012;FITOTERAPICO SIMPLES
MEDICAMENTO;GUARANÁ SANTA TEREZINHA;115700024;FITOTERAPICO SIMPLES + PSICOANALETICOS
MEDICAMENTO;GUARATIVAN;111990012;FITOTERAPICO COMPOSTO
MEDICAMENTO;GUARATON BIONATUS;120090026;FITOTERAPICO SIMPLES + PSICOANALETICOS
MEDICAMENTO;GUARATUABA;105710010;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;GUARAVIX;142630003;FITOTERAPICO SIMPLES
MEDICAMENTO;GUAX;142630004;EXPECTORANTES
MEDICAMENTO;GULSHEN;146820098;COLAGOGOS, COLERETICOS E HEPATOPROTETORES
MEDICAMENTO;GURGOL;122830083;ANTISSEPTICO
MEDICAMENTO;GURGOL;172870005;ANTISSEPTICO
MEDICAMENTO;GURGOL;178170024;ANTISSEPTICO
MEDICAMENTO;GUTTALAX;103670075;LAXANTES IRRITANTES OU ESTIMULANTES
MEDICAMENTO;GUTTALAX;113001167;LAXANTES IRRITANTES OU ESTIMULANTES
MEDICAMENTO;GUTTALAX;183260429;LAXANTES IRRITANTES OU ESTIMULANTES
MEDICAMENTO;GYNASEPTOL;102320005;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
MEDICAMENTO;GYNAX N;118610028;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
MEDICAMENTO;GYNAZOLE-1;135690028;ANTI-FUNGICOS
MEDICAMENTO;GYNBEN;105500165;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
MEDICAMENTO;GYNECOLINA;103410030;PRODUTOS GINECOLOGICOS TOPICOS
MEDICAMENTO;GYNERA;100200068;ANTICONCEPCIONAIS
MEDICAMENTO;GYNERA;170560075;ANTICONCEPCIONAIS
MEDICAMENTO;GYNESTREL;105830152;ANTINFLAMATORIOS
MEDICAMENTO;GYNO - MYCEL;109740022;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;GYNO ZALAIN;123890116;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;GYNO ZALAIN;102160192;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;GYNO-DAKTARIN;112360017;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES
MEDICAMENTO;GYNO-FUNGIX;112360020;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;GYNO-ICADEN;100200134;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES
MEDICAMENTO;GYNO-ICADEN;170560099;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES
MEDICAMENTO;GYNODAL;121170113;ANTINEOPLASICO
MEDICAMENTO;GYNODAL;150820039;ANTINEOPLASICO
MEDICAMENTO;GYNODAL;106830169;ANTINEOPLASICO
MEDICAMENTO;GYNOMAX;103900115;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS
MEDICAMENTO;GYNOPAC;103900165;ANTIPARASITARIOS
MEDICAMENTO;GYNOPLUS;105350098;ANTIMICOTICO
MEDICAMENTO;GYNOPLUS;188710003;ANTIMICOTICO
MEDICAMENTO;GYNOTRAN;170560079;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;GYNOTRAN;135640005;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;GYNPRO;135640008;PROGESTAGENOS SIMPLES
MEDICAMENTO;Gabapentina;104920177;ANTICONVULSIVANTES
MEDICAMENTO;Gabapentina;102350965;ANTICONVULSIVANTES
MEDICAMENTO;Gabapentina;109740291;ANTICONVULSIVANTES
MEDICAMENTO;Gama anti-D Grifols;136410004;IMUNOGLOBULINAS
MEDICAMENTO;Gerilon;115600194;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MEDICAMENTO;Ginedak;101710063;PRODUTOS GINECOLOGICOS TOPICOS
MEDICAMENTO;Ginkgomenil;117170051;ANTIAGREGANTE PLAQUETARIO + ANTIVERTIGINOSOS + FITOTERAPICO SIMPLES + VASODILATADORES PERIFERICOS
MEDICAMENTO;Ginkobonin;104971405;FITOTERAPICO SIMPLES
MEDICAMENTO;Gino-Colon;154230112;ANTIMICOTICO
MEDICAMENTO;Glargilin;133480001;ANTIDIABETICOS
MEDICAMENTO;Glibenclamida;102350661;ANTIDIABETICOS
MEDICAMENTO;Glibenclamida;105830345;ANTIDIABETICOS
MEDICAMENTO;Glicolive;105730403;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
MEDICAMENTO;Glimepirida;100890316;ANTIDIABETICOS
MEDICAMENTO;Glimepirida;113000999;ANTIDIABETICOS
MEDICAMENTO;Glimepirida;102350967;ANTIDIABETICOS
MEDICAMENTO;Glimepirida;105830665;ANTIDIABETICOS
MEDICAMENTO;Glivance XR;100890404;ANTIDIABETICOS
MEDICAMENTO;Grandax;104971417;ANTIEMETICOS E ANTINAUSEANTES
MEDICAMENTO;Guaraná - Flora Amazon;149590006;FITOTERAPICO SIMPLES
MEDICAMENTO;Guaraná Yanten;121390020;FITOTERAPICO SIMPLES
MEDICAMENTO;Gynof;102351000;ANTIMICOTICOS PARA USO TOPICO
MEDICAMENTO;GÁZIA;194270004;ANTIACIDOS E ANTIULCEROSOS SIMPLES
MEDICAMENTO;GÁZIA;100431362;ANTIACIDOS E ANTIULCEROSOS SIMPLES
MEDICAMENTO;GÉSICO;100431254;ANALGESICOS NARCOTICOS
MEDICAMENTO;Gésico Duo;100431304;ANALGESICOS NARCOTICOS
MEDICAMENTO;H-FOR;102351163;VASODILATADORES
MEDICAMENTO;H.BACTER;115600109;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
MEDICAMENTO;H.BACTER;177940012;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
MEDICAMENTO;H.BACTER;115600225;ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS
MEDICAMENTO;HAAR INTERN;116950030;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;HAEMACCEL;113000046;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS
MEDICAMENTO;HAEMATE P;101510106;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
MEDICAMENTO;HAEMOCOMPLETTAN P;101510119;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA
MEDICAMENTO;HAES-STERIL;100410055;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS
MEDICAMENTO;HAGIVAN;104920237;ANTI-HIPERTENSIVOS
MEDICAMENTO;HAGIVAN;109740326;ANTI-HIPERTENSIVOS
MEDICAMENTO;HAGNUS;142570039;FITOTERAPICO SIMPLES
MEDICAMENTO;HAGUNIADA SOLUÇÃO;137070021;FITOTERAPICO COMPOSTO
MEDICAMENTO;HAIRINTERN;116950013;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
MEDICAMENTO;HAKOP;138100024;FITOTERAPICO SIMPLES
MEDICAMENTO;HAKOP;105730747;FITOTERAPICO SIMPLES
MEDICAMENTO;HALAVEN;173100001;OUTROS ANTINEOPLASICOS
MEDICAMENTO;HALAVEN;125760026;OUTROS ANTINEOPLASICOS
MEDICAMENTO;HALCICOMB;101800269;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;HALDOL;112360011;NEUROLEPTICOS
MEDICAMENTO;HALDOL DECANOATO;112360012;NEUROLEPTICOS
MEDICAMENTO;HALEX ISTAR - SULFATO DE MAGNESIO;103110045;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL
MEDICAMENTO;HALEX ISTAR FRUTOSE;103110042;REIDRATANTES PARENTERAIS
MEDICAMENTO;HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA;103110124;REIDRATANTES PARENTERAIS
MEDICAMENTO;HALIPREX;118190121;ANTIDEPRESSIVOS
MEDICAMENTO;HALITOL(CLORETO DE CETILPIRIDINIO);100020083;ANTISSEPTICO
MEDICAMENTO;HALO;102980020;NEUROLEPTICOS
MEDICAMENTO;HALO  DECANOATO;102980240;NEUROLEPTICOS
MEDICAMENTO;HALOBEX;110130267;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;HALOG;101800032;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
MEDICAMENTO;HALOPER;103700126;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;102350384;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;103022011;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;106460107;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;112100014;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;103700390;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;102350765;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;105830438;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL;125680228;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL  ( PORT. 344/98  L-C1);120190081;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT 344 C 1);101830084;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT 344/98 L C-1);135480028;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT. 344/98 LISTA C 1);146680029;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT. 344/98 LISTA C 1);104070006;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT. 344/98 LISTA C 1);103080007;NEUROLEPTICOS
MEDICAMENTO;HALOPERIDOL (PORT.344/LISTA C-1);107140190;ANSIOLITICOS SIMPLES
MEDICAMENTO;HALOPSITOL;105500158;NEUROLEPTICOS
